"ContestID","ContestName","NominatingParty","PartyCode","AreaType","AreaNum","OfficeSeqNo","BallotOrder","CandidateID","CandidateName","CurrentDateTime","VoteFor","CandidateVotes","CandidatePercentage","PrecinctsReporting","County"
100051799,"State Representative, 31st District",NA,NA,NA,"HD 31",17,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,20,0.00213219616204691,"0/45,","Washington"
100051799,"State Representative, 31st District","Democrat, Independent, Working Families",NA,NA,"HD 31",17,NA,100084257,"Anthony Sorace","11/15/2022 1:47:31 PM",1,3449,0.367697228144989,"0/45,","Washington"
100051799,"State Representative, 31st District","Republican",NA,NA,"HD 31",17,NA,100084258,"Brian G Stout","11/15/2022 1:47:31 PM",1,5911,0.630170575692964,"0/45,","Washington"
100051801,"State Representative, 33rd District",NA,NA,NA,"HD 33",18,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,1,0.0005720823798627,"0/10,","Washington"
100051801,"State Representative, 33rd District","Democrat, Working Families",NA,NA,"HD 33",18,NA,100066778,"Maxine E Dexter","11/15/2022 1:47:31 PM",1,1240,0.709382151029748,"0/10,","Washington"
100051801,"State Representative, 33rd District","Republican",NA,NA,"HD 33",18,NA,100084263,"Stan Baumhofer","11/15/2022 1:47:31 PM",1,507,0.290045766590389,"0/10,","Washington"
100051802,"State Representative, 34th District",NA,NA,NA,"HD 34",19,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,41,0.0016440113877862,"0/18,","Washington"
100051802,"State Representative, 34th District","Democrat, Independent, Working Families",NA,NA,"HD 34",19,NA,100084264,"Lisa Reynolds","11/15/2022 1:47:31 PM",1,16878,0.676771322025743,"0/18,","Washington"
100051802,"State Representative, 34th District","Republican",NA,NA,"HD 34",19,NA,100084266,"John Woods","11/15/2022 1:47:31 PM",1,8020,0.321584666586471,"0/18,","Washington"
100051803,"State Representative, 35th District",NA,NA,NA,"HD 35",20,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,52,0.00275949904478879,"0/12,","Washington"
100051803,"State Representative, 35th District","Democrat, Working Families",NA,NA,"HD 35",20,NA,100084268,"Farrah Chaichi","11/15/2022 1:47:31 PM",1,12508,0.66376565485035,"0/12,","Washington"
100051803,"State Representative, 35th District","Republican",NA,NA,"HD 35",20,NA,100084269,"Daniel R Martin","11/15/2022 1:47:31 PM",1,6284,0.333474846104861,"0/12,","Washington"
100051804,"State Representative, 36th District",NA,NA,NA,"HD 36",21,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,42,0.00148268436474035,"0/19,","Washington"
100051804,"State Representative, 36th District","Democrat, Independent, Working Families",NA,NA,"HD 36",21,NA,100084270,"Hai Pham","11/15/2022 1:47:31 PM",1,17207,0.607441663430649,"0/19,","Washington"
100051804,"State Representative, 36th District","Republican",NA,NA,"HD 36",21,NA,100086047,"Greer Trice","11/15/2022 1:47:31 PM",1,11078,0.39107565220461,"0/19,","Washington"
100051805,"State Representative, 37th District",NA,NA,NA,"HD 37",22,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,7,0.00072757509614385,"0/26,","Washington"
100051805,"State Representative, 37th District","Democrat, Independent, Working Families",NA,NA,"HD 37",22,NA,100084272,"Jules Walters","11/15/2022 1:47:31 PM",1,5545,0.57634341544538,"0/26,","Washington"
100051805,"State Representative, 37th District","Republican",NA,NA,"HD 37",22,NA,100084273,"Aeric Estep","11/15/2022 1:47:31 PM",1,4069,0.422929009458476,"0/26,","Washington"
100051847,"Judge of the Circuit Court, 20th District, Position 13",NA,NA,NA,"Circuit Court District 20",26,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,2929,0.0223492247588817,"0/155,","Washington"
100051847,"Judge of the Circuit Court, 20th District, Position 13",NA,NA,NA,"Circuit Court District 20",26,NA,100086079,"Michele C Rini - Incumbent","11/15/2022 1:47:31 PM",1,128127,0.977650775241118,"0/155,","Washington"
100051405,"City of Banks, Mayor",NA,NA,NA,"City of Banks",27,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,43,0.0805243445692884,"0/2,","Washington"
100051405,"City of Banks, Mayor",NA,NA,NA,"City of Banks",27,NA,100072793,"Stephanie Jones","11/15/2022 1:47:31 PM",1,491,0.919475655430712,"0/2,","Washington"
100051829,"Commissioner of the Bureau of Labor and Industries",NA,NA,NA,"Statewide Nonpartisan",27,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,1206,0.00682783219158693,"0/1279,","Washington"
100051829,"Commissioner of the Bureau of Labor and Industries",NA,NA,NA,"Statewide Nonpartisan",27,NA,100084347,"Christina E Stephenson","11/15/2022 1:47:31 PM",1,116993,0.662361999660307,"0/1279,","Washington"
100051829,"Commissioner of the Bureau of Labor and Industries",NA,NA,NA,"Statewide Nonpartisan",27,NA,100086066,"Cheri Helt","11/15/2022 1:47:31 PM",1,58431,0.330810168148106,"0/1279,","Washington"
100051402,"City of Banks, Council Member, Position 1",NA,NA,NA,"City of Banks",28,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,24,0.0474308300395257,"0/2,","Washington"
100051402,"City of Banks, Council Member, Position 1",NA,NA,NA,"City of Banks",28,NA,300035123,"Marsha Kirk","11/15/2022 1:47:31 PM",1,482,0.952569169960474,"0/2,","Washington"
100051840,"Judge of the Court of Appeals, Position 10",NA,NA,NA,"Statewide Nonpartisan",28,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,2958,0.0214570170539037,"0/1279,","Washington"
100051840,"Judge of the Court of Appeals, Position 10",NA,NA,NA,"Statewide Nonpartisan",28,NA,100086069,"Kristina Hellman - Incumbent","11/15/2022 1:47:31 PM",1,134899,0.978542982946096,"0/1279,","Washington"
100051403,"City of Banks, Council Member, Position 3",NA,NA,NA,"City of Banks",29,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,22,0.0434782608695652,"0/2,","Washington"
100051403,"City of Banks, Council Member, Position 3",NA,NA,NA,"City of Banks",29,NA,100085687,"Niki Walters","11/15/2022 1:47:31 PM",1,484,0.956521739130435,"0/2,","Washington"
100051841,"Judge of the Court of Appeals, Position 11",NA,NA,NA,"Statewide Nonpartisan",29,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,2960,0.0226194206065978,"0/1279,","Washington"
100051841,"Judge of the Court of Appeals, Position 11",NA,NA,NA,"Statewide Nonpartisan",29,NA,100086070,"Anna M Joyce - Incumbent","11/15/2022 1:47:31 PM",1,127901,0.977380579393402,"0/1279,","Washington"
100051404,"City of Banks, Council Member, Position 5",NA,NA,NA,"City of Banks",30,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,23,0.0465587044534413,"0/2,","Washington"
100051404,"City of Banks, Council Member, Position 5",NA,NA,NA,"City of Banks",30,NA,100085688,"Catherine Sawyer","11/15/2022 1:47:31 PM",1,471,0.953441295546559,"0/2,","Washington"
100051406,"City of Beaverton, Council Member, Position 1",NA,NA,NA,"City of Beaverton",31,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,565,0.0256410256410256,"0/22,","Washington"
100051406,"City of Beaverton, Council Member, Position 1",NA,NA,NA,"City of Beaverton",31,NA,100078119,"Ashley Hartmeier-Prigg","11/15/2022 1:47:31 PM",1,21470,0.974358974358974,"0/22,","Washington"
100051407,"City of Beaverton, Council Member, Position 2",NA,NA,NA,"City of Beaverton",32,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,512,0.0235705736120063,"0/22,","Washington"
100051407,"City of Beaverton, Council Member, Position 2",NA,NA,NA,"City of Beaverton",32,NA,100083740,"Kevin Teater","11/15/2022 1:47:31 PM",1,21210,0.976429426387994,"0/22,","Washington"
100051408,"City of Beaverton, Council Member, Position 5",NA,NA,NA,"City of Beaverton",33,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,531,0.0245969983324069,"0/22,","Washington"
100051408,"City of Beaverton, Council Member, Position 5",NA,NA,NA,"City of Beaverton",33,NA,100083743,"John Dugger","11/15/2022 1:47:31 PM",1,21057,0.975403001667593,"0/22,","Washington"
100051410,"City of Cornelius, Mayor",NA,NA,NA,"City of Cornelius",34,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,29,0.00940337224383917,"0/1,","Washington"
100051410,"City of Cornelius, Mayor",NA,NA,NA,"City of Cornelius",34,NA,100085694,"Chris Barriere","11/15/2022 1:47:31 PM",1,1264,0.409857328145266,"0/1,","Washington"
100051410,"City of Cornelius, Mayor",NA,NA,NA,"City of Cornelius",34,NA,300035140,"Jeffrey Dalin","11/15/2022 1:47:31 PM",1,1791,0.580739299610895,"0/1,","Washington"
100051409,"City of Cornelius, Council Members (Vote For 2)",NA,NA,NA,"City of Cornelius",35,NA,9901,"Write-in","11/15/2022 1:47:31 PM",2,270,0.108783239323127,"0/1,","Washington"
100051409,"City of Cornelius, Council Members (Vote For 2)",NA,NA,NA,"City of Cornelius",35,NA,100085400,"John Colgan","11/15/2022 1:47:31 PM",2,2212,0.891216760676874,"0/1,","Washington"
100051411,"City of Durham, Council Members (Vote For 2)",NA,NA,NA,"City of Durham",36,NA,9901,"Write-in","11/15/2022 1:47:31 PM",2,19,0.0225653206650831,"0/1,","Washington"
100051411,"City of Durham, Council Members (Vote For 2)",NA,NA,NA,"City of Durham",36,NA,100085402,"Gery Schirado","11/15/2022 1:47:31 PM",2,415,0.492874109263658,"0/1,","Washington"
100051411,"City of Durham, Council Members (Vote For 2)",NA,NA,NA,"City of Durham",36,NA,100085695,"Joshua Drake","11/15/2022 1:47:31 PM",2,408,0.484560570071259,"0/1,","Washington"
100051413,"City of Forest Grove, Mayor",NA,NA,NA,"City of Forest Grove",37,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,68,0.00856638951877047,"0/3,","Washington"
100051413,"City of Forest Grove, Mayor",NA,NA,NA,"City of Forest Grove",37,NA,100085734,"Malynda Wenzl","11/15/2022 1:47:31 PM",1,4350,0.547996976568405,"0/3,","Washington"
100051413,"City of Forest Grove, Mayor",NA,NA,NA,"City of Forest Grove",37,NA,100085735,"Timothy Rippe","11/15/2022 1:47:31 PM",1,3520,0.443436633912824,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,9901,"Write-in","11/15/2022 1:47:31 PM",3,159,0.00791123494875112,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085736,"Mariana E Valenzuela","11/15/2022 1:47:31 PM",3,3929,0.195492088765051,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085737,"Wolanda Groombridge","11/15/2022 1:47:31 PM",3,740,0.0368195840382128,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085738,"LaAna L Littlefield","11/15/2022 1:47:31 PM",3,3535,0.175888148074435,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085739,"Kelly Daily","11/15/2022 1:47:31 PM",3,1709,0.085033336650413,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085740,"Michael (Mikey) Marshall","11/15/2022 1:47:31 PM",3,4719,0.234799482535576,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085741,"Karen Martinez","11/15/2022 1:47:31 PM",3,3631,0.180664742760474,"0/3,","Washington"
100051412,"City of Forest Grove, Council Members (Vote For 3)",NA,NA,NA,"City of Forest Grove",38,NA,100085742,"Jodi Blue","11/15/2022 1:47:31 PM",3,1676,0.0833913822270873,"0/3,","Washington"
100051417,"City of Gaston, Mayor",NA,NA,NA,"City of Gaston",39,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,80,0.434782608695652,"0/2,","Washington"
100051417,"City of Gaston, Mayor",NA,NA,NA,"City of Gaston",39,NA,100086159,"David Meeker","11/15/2022 1:47:31 PM",1,104,0.565217391304348,"0/2,","Washington"
100051414,"City of Gaston, Council Member, Position 4",NA,NA,NA,"City of Gaston",40,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,49,1,"0/2,","Washington"
100051414,"City of Gaston, Council Member, Position 4",NA,NA,NA,"City of Gaston",40,NA,100086236,"No Candidate Filed","11/15/2022 1:47:31 PM",1,0,0,"0/2,","Washington"
100051415,"City of Gaston, Council Member, Position 5",NA,NA,NA,"City of Gaston",41,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,8,0.0579710144927536,"0/2,","Washington"
100051415,"City of Gaston, Council Member, Position 5",NA,NA,NA,"City of Gaston",41,NA,100086157,"Timothy Sullivan","11/15/2022 1:47:31 PM",1,130,0.942028985507246,"0/2,","Washington"
100051416,"City of Gaston, Council Member, Position 6",NA,NA,NA,"City of Gaston",42,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,12,0.0745341614906832,"0/2,","Washington"
100051416,"City of Gaston, Council Member, Position 6",NA,NA,NA,"City of Gaston",42,NA,100086158,"Margaret Bell","11/15/2022 1:47:31 PM",1,149,0.925465838509317,"0/2,","Washington"
100051418,"City of Hillsboro, Council Member, Ward 1, Position A",NA,NA,NA,"City of Hillsboro",43,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,192,0.00669876491521876,"0/16,","Washington"
100051418,"City of Hillsboro, Council Member, Ward 1, Position A",NA,NA,NA,"City of Hillsboro",43,NA,100085629,"Pat Ribellia","11/15/2022 1:47:31 PM",1,11812,0.412113599888354,"0/16,","Washington"
100051418,"City of Hillsboro, Council Member, Ward 1, Position A",NA,NA,NA,"City of Hillsboro",43,NA,300035526,"Beach Nicole Pace","11/15/2022 1:47:31 PM",1,16658,0.581187635196427,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,174,0.00629613547546678,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,100085630,"Chris Adzima","11/15/2022 1:47:31 PM",1,3514,0.127152988855117,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,100085631,"Ian Barrett","11/15/2022 1:47:31 PM",1,1077,0.0389709075119409,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,100085632,"Ken Knowles","11/15/2022 1:47:31 PM",1,1904,0.0688956433637285,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,100085636,"Nicole Mastropietro","11/15/2022 1:47:31 PM",1,1909,0.0690765667969315,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,100085696,"Jerry Michael Shamoon","11/15/2022 1:47:31 PM",1,7578,0.274207555362571,"0/16,","Washington"
100051419,"City of Hillsboro, Council Member, Ward 2, Position A",NA,NA,NA,"City of Hillsboro",44,NA,100085697,"Kipperlyn Sinclair","11/15/2022 1:47:31 PM",1,11480,0.415400202634245,"0/16,","Washington"
100051420,"City of Hillsboro, Council Member, Ward 3, Position A",NA,NA,NA,"City of Hillsboro",45,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,312,0.0114596341732168,"0/16,","Washington"
100051420,"City of Hillsboro, Council Member, Ward 3, Position A",NA,NA,NA,"City of Hillsboro",45,NA,100085698,"Ivette Pantoja","11/15/2022 1:47:31 PM",1,11241,0.412877396606185,"0/16,","Washington"
100051420,"City of Hillsboro, Council Member, Ward 3, Position A",NA,NA,NA,"City of Hillsboro",45,NA,300035535,"Olivia Alcaire","11/15/2022 1:47:31 PM",1,15673,0.575662969220598,"0/16,","Washington"
100051421,"City of King City, Council Members (Vote For 4)",NA,NA,NA,"City of King City",46,NA,9901,"Write-in","11/15/2022 1:47:31 PM",4,160,0.0244088482074752,"0/2,","Washington"
100051421,"City of King City, Council Members (Vote For 4)",NA,NA,NA,"City of King City",46,NA,100085885,"Laurie Petrie","11/15/2022 1:47:31 PM",4,1601,0.244241037376049,"0/2,","Washington"
100051421,"City of King City, Council Members (Vote For 4)",NA,NA,NA,"City of King City",46,NA,100085886,"Marc Manelis","11/15/2022 1:47:31 PM",4,1566,0.238901601830664,"0/2,","Washington"
100051421,"City of King City, Council Members (Vote For 4)",NA,NA,NA,"City of King City",46,NA,300035193,"Jaimie A Fender","11/15/2022 1:47:31 PM",4,1690,0.257818459191457,"0/2,","Washington"
100051421,"City of King City, Council Members (Vote For 4)",NA,NA,NA,"City of King City",46,NA,300035197,"Micah H Paulsen","11/15/2022 1:47:31 PM",4,1538,0.234630053394355,"0/2,","Washington"
100051514,"City of Lake Oswego, Councilor (Vote For 3)",NA,NA,NA,"CITY OF LAKE OSWEGO    (JT)",47,NA,9901,"Write-in","11/15/2022 1:47:31 PM",3,0,0,"0/9,","Washington"
100051514,"City of Lake Oswego, Councilor (Vote For 3)",NA,NA,NA,"CITY OF LAKE OSWEGO    (JT)",47,NA,100086009,"Jeff Gudman","11/15/2022 1:47:31 PM",3,0,0,"0/9,","Washington"
100051514,"City of Lake Oswego, Councilor (Vote For 3)",NA,NA,NA,"CITY OF LAKE OSWEGO    (JT)",47,NA,100086010,"Katherine Lupton","11/15/2022 1:47:31 PM",3,0,0,"0/9,","Washington"
